text,label
가벼운 몸살 증세가 있지만 크게 걱정하지 않는 상태, 4
두통이 있지만 진정되기를 기다리는 상태, 4
약간의 어지러움을 느끼지만 상황을 침착하게 대처하는 상태, 4
눈에 피로를 느끼지만 별다른 걱정 없이 대처하는 상태, 4
살짝 목이 아프지만 크게 신경 쓰지 않는 상태, 4
몸이 피곤하지만 무리하지 않고 편안히 쉬는 상태, 4
불면증이 있지만 평온하게 대처하는 상태, 4
손발이 차지만 불편함을 느끼지 않는 상태, 4
미세한 발열을 느끼지만 걱정하지 않고 휴식을 취하는 상태, 4
다소 피로하지만 여유를 가지고 일을 계속하는 상태, 4
가벼운 복부 팽만감을 느끼지만 아무렇지 않게 지내는 상태, 4
입맛이 없지만 특별히 걱정하지 않고 식사를 하는 상태, 4
가벼운 스트레스가 있지만 평온하게 대처하는 상태, 4
조금씩 기운이 없지만 무리하지 않고 쉬는 상태, 4
약간의 소화 불량을 느끼지만 여유롭게 대처하는 상태, 4
체온이 살짝 올라갔지만 크게 걱정하지 않고 쉬는 상태, 4
기분이 우울하지만 지나치게 신경 쓰지 않고 대처하는 상태, 4
약간의 피부 발진을 느끼지만 차분하게 대처하는 상태, 4
작은 상처가 있지만 신경 쓰지 않고 자연스럽게 대처하는 상태, 4
피로감이 있지만 시간을 내어 잠시 휴식을 취하는 상태, 4
다리가 조금 부었지만 걱정하지 않고 관리하는 상태, 4
근육통이 있지만 크게 걱정하지 않고 움직이는 상태, 4
약간의 고통을 느끼지만 스트레스를 받지 않고 일상적인 활동을 하는 상태, 4
가벼운 소화 불량이지만 여유 있게 대처하는 상태, 4
기침이 있지만 짧은 시간 내에 진정되기를 기다리는 상태, 4
혈압이 약간 높지만 심각하게 생각하지 않고 차분하게 대처하는 상태, 4
가벼운 발열이 있지만 침착하게 휴식을 취하는 상태, 4
작은 상처가 있지만 급히 대처하지 않고 상황을 지켜보는 상태, 4
입술에 건조함이 있지만 특별히 신경 쓰지 않는 상태, 4
가벼운 탈수 증세를 느끼지만 여유 있게 대처하는 상태, 4
체중 변화가 있지만 별다른 걱정 없이 대처하는 상태, 4
약간의 눈 피로를 느끼지만 휴식 후 다시 활동하는 상태, 4
손톱에 이상이 있지만 신경 쓰지 않고 자연스럽게 대처하는 상태, 4
살짝 두통을 느끼지만 빠르게 해결할 방법을 찾는 상태, 4
알레르기 증세가 있지만 차분하게 대처하는 상태, 4
작은 상처가 생겼지만 아무렇지 않게 대처하는 상태, 4
약간의 복부 통증이 있지만 조용히 쉬는 상태, 4
살짝 기분이 상하지만 별다른 행동 없이 상황을 넘기는 상태, 4
몸에 간헐적인 떨림을 느끼지만 신경 쓰지 않는 상태, 4
가벼운 심박수 증가가 있지만 편안히 대처하는 상태, 4
가벼운 불면증을 겪고 있지만 침착하게 대처하는 상태, 4
손목에 약간의 통증이 있지만 신경 쓰지 않는 상태, 4
약간의 목 아픔을 느끼지만 대수롭지 않게 대처하는 상태, 4
약간의 소화 불편함이 있지만 차분히 대처하는 상태, 4
목소리가 잠깐 가라앉지만 특별히 걱정하지 않는 상태, 4
사소한 어지러움을 느끼지만 여유 있게 대처하는 상태, 4
조금의 소화가 느려지지만 크게 걱정하지 않는 상태, 4
가벼운 두통이 있지만 빠르게 해결하려고 노력하는 상태, 4
약간의 피로감을 느끼지만 휴식 후 회복하는 상태, 4
손발이 저리지만 특별히 걱정하지 않고 대처하는 상태, 4
눈의 피로를 느끼지만 휴식을 취하고 다시 활동을 시작하는 상태, 4
기침을 하지만 크게 신경 쓰지 않는 상태, 4
간헐적인 눈물흘림이 있지만 차분하게 대처하는 상태, 4
가벼운 무력감을 느끼지만 여유 있게 대처하는 상태, 4
알레르기 반응이 있지만 별다른 스트레스 없이 대처하는 상태, 4
가벼운 발진이 있지만 크게 걱정하지 않는 상태, 4
일시적인 체온 상승이 있지만 평온하게 대처하는 상태, 4
손끝의 감각이 조금 떨어지지만 신경 쓰지 않는 상태, 4
약간의 땀을 흘리지만 특별히 불안하지 않은 상태, 4
손톱이 갈라졌지만 특별히 신경 쓰지 않는 상태, 4
가벼운 무력감을 느끼지만 차분하게 대처하는 상태, 4
다리 근육이 뻣뻣하지만 큰 불편 없이 대처하는 상태, 4
숨이 가빠지지만 급히 대처하지 않고 천천히 조절하는 상태, 4
간헐적인 두통을 느끼지만 여유롭게 대처하는 상태, 4
가벼운 어지러움을 느끼지만 큰 걱정 없이 지나치는 상태, 4
약간의 기운 부족을 느끼지만 차분하게 대처하는 상태, 4
작은 피로감을 느끼지만 여유 있게 대처하는 상태, 4
손끝이 차지만 스트레스 없이 대처하는 상태, 4
목에 약간의 통증을 느끼지만 여유롭게 대처하는 상태, 4
가벼운 기침이 있지만 크게 신경 쓰지 않고 일상적으로 대처하는 상태, 4
발목에 경미한 통증을 느끼지만 특별히 걱정하지 않는 상태, 4
조금의 배뇨 불편감이 있지만 여유 있게 대처하는 상태, 4
작은 상처가 있지만 자연스럽게 회복을 기다리는 상태, 4
심한 피로감은 없지만 약간의 무기력함을 느끼는 상태, 4
약간의 발열을 느끼지만 차분하게 상황을 지켜보는 상태, 4
어지러움이 있지만 불안하지 않고 천천히 회복하는 상태, 4
잠시 불편함을 느끼지만 평온하게 대처하는 상태, 4
기분이 조금 불안하지만 신경을 쓰지 않고 행동하는 상태, 4
손발에 약간의 저림이 있지만 크게 걱정하지 않는 상태, 4
약간의 근육통이 있지만 천천히 회복하려는 상태, 4
경미한 말초성 통증(<4)을 느끼는 환자,5
만성 말초성 통증(<8)을 호소하는 환자,5
상지의 만성 경미한 통증을 호소하는 환자,5
급성 말초성 경증 통증(<4)을 느끼는 환자,5
하지의 만성 경미한 통증을 호소하는 환자,5
상지의 외상으로 만성 경증 통증을 호소하는 환자,5
하지의 외상으로 만성 경증 통증을 호소하는 환자,5
급성 말초성 경증 통증이 있어 환자가 약간의 불편함을 느끼는 상태,5
만성 말초성 통증이 있지만 심각하지 않으며 환자가 이를 견디고 있는 상태,5
동상이나 냉손상으로 인해 피부가 손상된 환자,5
경미한 물림으로 인해 불편함을 겪고 있는 환자,5
쏘임으로 인해 불편함을 겪고 있는 환자,5
경미한 찰과상으로 인해 환자가 약간의 불편함을 겪고 있는 상태,5
봉합이 필요 없는 상태로 환자가 경미한 상처를 가진 경우,5
화상이 있으며 경미한 통증을 느끼는 환자,5
급성 말초성 경증 통증(<4)로 인해 환자가 약간의 불편함을 느끼는 상태,5
피부에 이물질이 있어 환자가 불편함을 느끼는 상태,5
상처를 확인해야 하는 상태로 환자의 상태를 평가 중인 경우,5
"스테이플이나 봉합사를 제거해야 하는 상태로 환자의 상태를 평가하는 중인 경우",5
"국소성 발진이 나타난 환자로 추가적인 평가가 필요한 상태",5
눈에 약간의 피로감을 느끼지만 크게 걱정하지 않고 일상적으로 활동하는 상태, 5
가벼운 두통이 있지만 일상적인 활동에 지장이 없는 상태, 5
어깨에 가벼운 통증을 느끼지만 크게 신경 쓰지 않는 상태, 5
손목에 경미한 통증이 있지만 정상적인 활동을 계속하는 상태, 5
배가 조금 불편하지만 일상적인 일을 계속하는 상태, 5
팔꿈치에 가벼운 통증을 느끼지만 운동을 계속하는 상태, 5
다리에 약간의 피로감을 느끼지만 걱정 없이 활동하는 상태, 5
목이 조금 뻣뻣하지만 불편함을 무시하고 일을 계속하는 상태, 5
허리에 약간의 불편함이 있지만 정상적으로 걷고 활동하는 상태, 5
미세한 소화 불편감을 느끼지만 일상적인 식사를 계속하는 상태, 5
가벼운 기침을 하지만 일상적인 대화에는 지장이 없는 상태, 5
가벼운 배뇨 불편감을 느끼지만 일상적으로 외출을 하는 상태, 5
발목에 가벼운 통증이 있지만 걷는 데 지장이 없는 상태, 5
손발에 약간의 저림을 느끼지만 일상적인 작업을 계속하는 상태, 5
귀에 가벼운 압박감을 느끼지만 일상적인 활동에 지장이 없는 상태, 5
피부에 가벼운 발진이 있지만 걱정하지 않고 일상생활을 하는 상태, 5
가벼운 피로감이 있지만 충분한 휴식 후 활동을 재개하는 상태, 5
가벼운 두드러기가 있지만 치료 없이 일상 활동을 계속하는 상태, 5
조금의 어지러움을 느끼지만 서서히 좋아지는 상태, 5
발바닥에 약간의 통증을 느끼지만 걷는 데 큰 어려움이 없는 상태, 5
가벼운 소화 불량을 느끼지만 식사 후 충분히 회복하는 상태, 5
가벼운 근육통을 느끼지만 계속 운동을 하는 상태, 5
가벼운 구토 증세가 있지만 상태가 호전되는 상태, 5
약간의 속 쓰림을 느끼지만 특별히 신경 쓰지 않는 상태, 5
소화 불량을 느끼지만 불편하지 않게 일을 계속하는 상태, 5
배뇨에 약간의 불편함을 느끼지만 일상생활에 큰 지장이 없는 상태, 5
가벼운 속도감 불편을 느끼지만 일상 활동을 계속하는 상태, 5
일시적인 숨가쁨을 느끼지만 신경을 쓰지 않고 정상적으로 행동하는 상태, 5
몸살 기운을 느끼지만 크게 신경 쓰지 않고 일상적으로 대처하는 상태, 5
가벼운 오한을 느끼지만 크게 걱정하지 않고 일상생활을 계속하는 상태, 5
손목에 가벼운 통증을 느끼지만 일상적인 업무를 계속하는 상태, 5
가벼운 어깨 통증을 느끼지만 신경 쓰지 않고 활동하는 상태, 5
두통이 조금 있지만 일상생활에 큰 지장이 없는 상태, 5
약간의 발열을 느끼지만 걱정 없이 정상적인 일상을 보내는 상태, 5
눈이 약간 건조하지만 작업에 큰 방해 없이 일하는 상태, 5
목이 조금 뻣뻣하지만 활동에 지장이 없는 상태, 5
약간의 가슴 답답함을 느끼지만 숨쉬기에 지장이 없는 상태, 5
배에 가벼운 불편감을 느끼지만 활동을 계속하는 상태, 5
약간의 발목 통증을 느끼지만 걷는 데 큰 어려움이 없는 상태, 5
피부에 약간의 발진이 있지만 큰 불편함 없이 일상생활을 하는 상태, 5
손에 가벼운 저림을 느끼지만 작업에 문제 없이 계속하는 상태, 5
가벼운 속 쓰림을 느끼지만 신경 쓰지 않고 일하는 상태, 5
어지러움을 조금 느끼지만 일상적인 업무를 계속하는 상태, 5
조금의 피로감을 느끼지만 일을 멈추지 않고 하는 상태, 5
다리가 약간의 통증을 느끼지만 운동을 계속하는 상태, 5
발에 약간의 무거움을 느끼지만 일상적으로 걷는 상태, 5
손톱에 작은 상처가 있지만 일상적인 작업을 계속하는 상태, 5
귀에 약간의 이물감을 느끼지만 일상생활에 지장이 없는 상태, 5
가벼운 흉부 불편감을 느끼지만 운동을 계속하는 상태, 5
속이 조금 더부룩하지만 음식을 계속 섭취하는 상태, 5
목에 약간의 불편함을 느끼지만 대화를 계속하는 상태, 5
팔꿈치에 작은 부상을 느끼지만 운동을 계속하는 상태, 5
손에 경미한 상처가 있지만 치료 없이 활동을 계속하는 상태, 5
약간의 호흡곤란을 느끼지만 평온하게 대처하는 상태, 5
가벼운 구토감을 느끼지만 일상적인 활동을 계속하는 상태, 5
눈에 조금 불편한 느낌이 있지만 활동을 계속하는 상태, 5
가벼운 체온 상승을 느끼지만 걱정하지 않고 일상적인 일을 계속하는 상태, 5
머리가 조금 무겁지만 평온하게 일하는 상태, 5
미세한 코막힘을 느끼지만 불편함 없이 활동하는 상태, 5
약간의 소화 불량을 느끼지만 일상적인 음식을 계속 섭취하는 상태, 5
손목에 미세한 통증을 느끼지만 일하는 데 큰 지장이 없는 상태, 5
다리에 약간의 불편함을 느끼지만 걷는 데 지장이 없는 상태, 5
가벼운 속쓰림을 느끼지만 식사 후 평온하게 대처하는 상태, 5
가벼운 신체 통증을 느끼지만 걱정 없이 활동하는 상태, 5
가벼운 배뇨 불편감을 느끼지만 평온하게 대처하는 상태, 5
발목에 약간의 부종을 느끼지만 일상적으로 활동하는 상태, 5
가벼운 두통을 느끼지만 활동을 멈추지 않고 계속하는 상태, 5
가벼운 입 마름을 느끼지만 신경 쓰지 않고 일을 계속하는 상태, 5
피부에 약간의 자극을 느끼지만 불편함 없이 일상생활을 하는 상태, 5
조금의 불면증을 느끼지만 활동에 큰 지장이 없는 상태, 5
다리 근육에 약간의 피로감을 느끼지만 계속 걷는 상태, 5
발에 가벼운 통증을 느끼지만 신경 쓰지 않고 활동하는 상태, 5
팔꿈치에 약간의 뻣뻣함을 느끼지만 운동을 계속하는 상태, 5
가벼운 배통증을 느끼지만 걱정 없이 활동하는 상태, 5
손에 약간의 부종을 느끼지만 큰 불편함 없이 일하는 상태, 5
조금의 어지러움을 느끼지만 대처하는 데 어려움 없는 상태, 5
약간의 흉부 불편감을 느끼지만 일상적인 활동을 계속하는 상태, 5
가벼운 목 통증을 느끼지만 신경 쓰지 않고 활동하는 상태, 5
가벼운 근육통을 느끼지만 운동을 계속하는 상태, 5
약간의 구역질을 느끼지만 정상적으로 활동하는 상태, 5
손끝에 가벼운 저림을 느끼지만 일상적인 활동을 계속하는 상태, 5
조금의 기침을 하지만 신경 쓰지 않고 대화를 하는 상태, 5
가벼운 어지러움을 느끼지만 일상적인 활동을 계속하는 상태, 5
가벼운 목 아픔을 느끼지만 평온하게 대처하는 상태, 5
다리에 약간의 떨림을 느끼지만 운동을 계속하는 상태, 5
가벼운 복통을 느끼지만 신경 쓰지 않고 활동하는 상태, 5
팔꿈치에 약간의 불편함을 느끼지만 운동을 계속하는 상태, 5
눈이 약간 뻑뻑하지만 일상적인 활동을 계속하는 상태, 5
손가락에 가벼운 통증을 느끼지만 작업을 계속하는 상태, 5
피부가 약간 가려운 상태지만 불편함 없이 일상생활을 하는 상태, 5
발목에 약간의 부기를 느끼지만 걷는 데 지장이 없는 상태, 5
손목에 약간의 피로를 느끼지만 일상적인 일을 계속하는 상태, 5
약간의 기운 부족을 느끼지만 일상생활을 계속하는 상태, 5
조금의 눈의 피로감을 느끼지만 일상적인 작업을 계속하는 상태, 5
가벼운 무릎 통증을 느끼지만 운동을 계속하는 상태, 5
배에 약간의 불편함을 느끼지만 신경 쓰지 않고 일하는 상태, 5
허리 통증이 있지만 평온하게 대처하는 상태, 5
발바닥에 조금의 통증을 느끼지만 걷는 데 지장이 없는 상태, 5
다리에 약간의 근육 경련을 느끼지만 걱정하지 않고 일상 활동을 계속하는 상태, 5
목에 약간의 긴장을 느끼지만 일상생활에 지장이 없는 상태, 5

