응급실 이름,응급실 주소,위도,경도,전화번호
김기찬내과의원,"서울특별시 서초구 동작대로 134, 5층 (방배동, 가나안빌딩)",37.4886546765779,126.982789345503,02-555-5697
이음산부인과의원,"서울특별시 서초구 서초대로 320, 2층 (서초동)",37.4942200198785,127.01657607757,02-537-0939
웰스킨의원,"서울특별시 서초구 반포대로 291, 원베일리 스퀘어 5층 531~534호 (반포동)",37.5049020694443,126.999480997797,02-532-7579
김종주신경정신과의원,"서울특별시 서초구 신반포로 157, 1동 4층 (잠원동, 잠원동 반포쇼핑)",37.5055133936715,127.001460546765,02-596-9911
소생의원,"서울특별시 양천구 목동중앙북로 13-1, 2층 (목동)",37.54856520495693,126.86515053116554,02-2652-7172
목동동안의원,"서울특별시 양천구 목동로 201, 3층 (신정동)",37.5264593103148,126.863931880867,02-2694-7585
제이앤케이의원,"서울특별시 강남구 도산대로 120, 청호빌딩 12층 (논현동)",37.5167333867393,127.021877320289,02-544-3009
김인철의원,"서울특별시 관악구 시흥대로 558-1, 4층 (신림동, G 밸리마인드)",37.4827842965972,126.901969289183,02-868-5300
유태석내과의원,"서울특별시 중구 동호로 180, 대승빌딩 5층 (신당동)",37.5544192245189,127.011312653525,02-2233-7076
웰빙의원,"서울특별시 서초구 강남대로 455, 302호(서초동,데시앙루브)",37.5028594641113,127.024543871587,02-3481-8809
최성호성형외과의원,"서울특별시 성동구 왕십리로 309, 왕십리역이스타빌 403호 (행당동)",37.5613776986706,127.034582633625,02-2297-0056
사랑의안과의원,"서울특별시 성동구 고산자로 234, 5층 (행당동, 나래타워)",37.5605265052689,127.03526540093,02-2281-2770
은의원,"서울특별시 서대문구 수색로 32, 3층 (남가좌동)",37.5694956315367,126.915117519587,02-392-7378
안호범안스성형외과의원,"서울특별시 노원구 노해로 460, 현대증권빌딩 2층 201호 (상계동)",37.6537175921478,127.059292282913,02-932-2222
류종상내과의원,"서울특별시 은평구 통일로 741, 신흥빌딩 5층 (대조동)",37.6114268242168,126.928611590744,02-388-1388
백이비인후과의원,서울특별시 동작구 사당로 230-1 (사당동),37.4833057767884,126.973243297085,02-582-3728
증산의원,서울특별시 은평구 증산서길 95 (증산동),37.5847415813548,126.907507722116,02-303-0066
고려안과의원,"서울특별시 서대문구 통일로 201, 2층 (영천동)",37.5711028779759,126.961104138121,02-362-7585
서울성형외과의원,서울특별시 노원구 노해로 482  (상계동),37.6542726157,127.0617158001,02-3392-2222
김정자산부인과의원,서울특별시 송파구 석촌호수로 234 (석촌동),37.5076453754084,127.102735192556,02-415-7718
글로비성형외과의원,"서울특별시 강남구 논현로 843, EGI빌딩 5층,6층 (신사동)",37.5243951301387,127.027974583311,02-515-3399
김지연위쉬성형외과의원,"서울특별시 강남구 압구정로 432, 7층 (청담동)",37.5266074034274,127.044079997771,02-549-8841
실루엣성형외과의원,"서울특별시 강남구 압구정로 156 (신사동, 카로시티2 301,302,303호)",37.5260287469955,127.026766411038,02-3443-1180
지킴내과의원,"서울특별시 광진구 광나루로 614 (구의동,만택빌딩 3층)",37.5407914746361,127.09583385236,02-2201-2210
박안과의원,"서울특별시 동작구 동작대로 89, 406호 (사당동, 골든시네마타워)",37.4846140265703,126.981665713772,02-583-5155
이용국내과의원,서울특별시 동작구 장승배기로20길 4 (노량진동),37.5084058625589,126.940484101536,02-813-6611
서울유니언이비인후과의원,"서울특별시 동작구 동작대로 89, 403호 (사당동, 골든시네마타워)",37.4846140265703,126.981665713772,02-583-3133
한상일의원,"서울특별시 성동구 고산자로6길 40, 2층 201호 (행당동, 레몬프라자)",37.5582206987955,127.035482520519,02-2293-1571
자애산부인과의원,"서울특별시 성동구 성덕정길 79, 1, 3층 (성수동2가)",37.5380195701809,127.052464345168,02-499-9961
명이비인후과의원,서울특별시 성동구 용답중앙27길 11 (용답동),37.5635019253959,127.055118753614,02-2215-9468
서울성모의원,"서울특별시 중구 마장로9길 34, 2층 (황학동)",37.5699148966,127.0197457786,02-2294-7585
박정근내과의원,서울특별시 관악구 난곡로 194 (신림동),37.4722697720366,126.919608982564,02-858-3478
노영숙산부인과의원,"서울특별시 관악구 남부순환로 1924, 201호 (봉천동, 동림빌딩)",37.4769082427966,126.96287811279,02-882-9900
연세양지가정의원,서울특별시 관악구 난곡로26길 13 (신림동),37.4705429317532,126.920729188095,02-869-2101
관악플러스내과의원,"서울특별시 관악구 난곡로 299, 5,6층 (신림동, 성안빌딩)",37.4806780051365,126.914368780839,02-868-4488
한양재활의학과의원,"서울특별시 동작구 상도로 234, 2층 (상도동)",37.5049588053359,126.944574053634,02-817-8131
이해진소아청소년과의원,서울특별시 은평구 은평로 142 (응암동),37.6004900107548,126.923483934255,02-355-7885
불광연세가정의학과의원,"서울 은평구 불광로 8 , 2층  (대조동)",37.6093214974958,126.927599971546,02-356-8807
DMC수색신경외과의원,"서울특별시 은평구 수색로 191, 두빌191 2층 (증산동)",37.5782509235095,126.901072414948,02-305-4463
연세안과의원,서울특별시 성동구 왕십리로 309,37.5613776986706,127.034582633625,02-2291-3155
최혜석이비인후과의원,"서울특별시 영등포구 당산로 142-1, 2층 (당산동3가, 클리닉빌딩)",37.5273129584825,126.897307869043,02-2676-9225
하나의원,"서울특별시 영등포구 도신로33가길 4, 1층 (도림동)",37.5103548796906,126.90751894381,02-831-3828
동대문메이퓨어의원,"서울특별시 중구 장충단로 253, 헬로우APM 10층 4,5호 (을지로6가)",37.567487097159,127.008078935255,0222789990
클렌피부과의원,"서울특별시 송파구 양재대로 1222 (방이동, 올림픽프라자상가 326,327호)",37.5157276361757,127.131063164753,02-408-7676
박상춘안과의원,서울특별시 강서구 화곡로 190 (화곡동),37.542535397598,126.842606796173,02-2692-8458
(스카이메디)연세건강증진내과의원,"서울특별시 송파구 송파대로 371, 2층,3층,4층 (석촌동)",37.5007800420051,127.110750931193,02-418-9999
세란의원,"서울특별시 강남구 삼성로 651, 2층 203호 (삼성동, 래미안 라클래시)",37.5183513056476,127.050036535644,02-546-3410
코코메디의원,"서울특별시 동대문구 장한로 166, 2층 (장안동)",37.5751354375999,127.072248281547,02-499-7585
강북제일의원,"서울특별시 은평구 역말로 101, 토마스빌딩 2,3층 (역촌동)",37.6084440907806,126.920160287993,02-359-9363
이화내과의원,"서울특별시 서초구 서초대로 307, 3층 (서초동, 장안빌딩)",37.4944061815038,127.015132071979,02-3478-2242
김영내과의원,서울특별시 강서구 강서로 38 (화곡동),37.531249806941,126.847319577024,02-2604-4738
골드만비뇨기과의원,서울특별시 중구 세종대로 23 (봉래동1가),37.5590909738298,126.973844589811,027737522
수내과의원,"서울특별시 서대문구 증가로 150, DMC2차아이파크상가 B206, B207호 (남가좌동)",37.57815702863944,126.92143101709772,02-303-7505
유(U)스타일9의원,"서울특별시 강남구 강남대로 406, GLASS TOWER 301호 (역삼동)",37.4989401291583,127.027622767131,02-553-2011
엘앤에스비뇨기과의원,"서울특별시 강북구 도봉로 217, 5,6,7층 (미아동, 25메디컬빌딩)",37.6280566256,127.0251126558,02-988-1151
준가정의학과의원,서울특별시 강서구 등촌로 147 (등촌동),37.5428771879604,126.862405130693,02-2655-0075
엘유라인업의원,서울특별시 강서구 강서로 27 (화곡동),37.53030645664556,126.84727867535258,02-2646-4200
미르성형외과의원,"서울특별시 강서구 강서로 43, 302, 303호 (화곡동, 도양라비앙타워)",37.5315215185769,126.846531702129,02-2607-3607
코앤유의원,"서울특별시 관악구 남부순환로 1715, 3층 (봉천동)",37.4830375021915,126.940887969037,02-872-7707
글로벌서울성형외과의원,"서울특별시 강남구 언주로 846, 글로벌메디컬빌딩 7층 (신사동)",37.525954523882,127.033726746181,02-3444-4990
연세이비인후과의원,"서울특별시 중구 퇴계로 438-1, 3층 (신당동)",37.5654435149501,127.020335215801,02-2232-2271
삼성푸른의원,"서울특별시 중구 다산로42길 80, 1층 (신당동)",37.5636552679039,127.020565062769,02-2231-4154
연세탑뷰티의원,"서울 서초구 동작대로 118 , 예다인프라자빌딩 5층 502호  (방배동)",37.4870042036257,126.982744496134,02-533-4287
서초준안과의원,"서울특별시 서초구 방배로 108, 3층 (방배동)",37.4838342212021,126.996444097861,02-597-0075
이강원이비인후과의원,"서울특별시 영등포구 영신로 238, 301호 (영등포동8가, 미소프라자)",37.5285507,126.9042128084,02-2636-5222
연세지움피부과의원,"서울특별시 마포구 서강로 144, 9층 902호 (노고산동)",37.5544863727946,126.936628263039,02-333-0606
중앙내과의원,"서울특별시 강서구 방화동로 102, 102호 (방화동)",37.5694621054707,126.812998823052,02-2666-7576
예롬성형외과의원,"서울특별시 강남구 논현로175길 7, 4층 (신사동)",37.526156245974285,127.02790329082764,02-545-1984
휘마의원,서울특별시 강남구 강남대로118길 42,37.5071698601107,127.026683898828,02-547-3075
대치엘비뇨기과의원,서울특별시 강남구 남부순환로 2941,37.4942633335042,127.061934331534,02-508-6576
지에스안과의원,"서울특별시 강남구 강남대로 390, 미진프라자 8,15,16층 (역삼동)",37.4978399531903,127.028578846319,02-3469-0900
김재유내과의원,"서울특별시 강남구 개포로 615, 305호 (개포동)",37.4926580850327,127.07558248914,02-459-4597
정의원,"서울특별시 성북구 동소문로 43, 지상2층 (동소문동4가)",37.5906277076958,127.010147934769,02-921-6280
아름다운미탐의원,"서울특별시 중구 퇴계로 123, 8층 810호 (충무로2가, 하이헤리엇)",37.5612658980395,126.985364301804,02-3789-1110
로하스에스오티의원,"서울특별시 서초구 서운로 39, 2층 (서초동)",37.4873957672,127.0284983183,02-572-7717
서초오라클피부과의원,"서울특별시 서초구 서초중앙로 36, 6층 (서초동, 준영빌딩)",37.48556823488,127.016208730523,02-522-3773
박재균이비인후과의원,"서울특별시 양천구 등촌로 224, (목동)",37.5495569263704,126.86404437345,02-2643-1177
열린이비인후과의원,"서울특별시 양천구 중앙로 275, 4층 (신정동,조흥은행)",37.520780918493195,126.85222784657652,02-2690-5075
김병후정신건강의학과의원,"서울특별시 서초구 반포대로 287, 407,408-1호 (반포동, 래미안퍼스티지중심상가)",37.5043279449175,127.001088324244,02-323-9197
안내과의원,"서울특별시 중구 퇴계로 61, 금오빌딩 5층 (남창동)",37.5593685043943,126.978916169827,02-777-6882
안장훈내과의원,"서울특별시 관악구 성현로 80, 213호 (봉천동, 드림타운 주상가)",37.4898474387668,126.952985510916,02-887-8275
명동하나이비인후과의원,"서울특별시 중구 남대문로 68, 3층 (명동2가, 고려빌딩)",37.5631099932315,126.98226380533,02-3789-1345
우리이비인후과의원,"서울특별시 영등포구 대림로 157, 2층 (대림동)",37.4948720878104,126.89946162017,02-833-1175
신대방성모내과의원,"서울특별시 관악구 난곡로 367 (신림동, 경신빌딩)",37.4867009567317,126.913354117853,02-851-3997
동안피부과의원,"서울특별시 구로구 새말로 89, 태영빌딩 4층 (구로동)",37.5056097068416,126.889834342021,02-3283-7582
정비뇨기과의원,"서울특별시 구로구 경인로 211-1, (오류동)",37.496525424891,126.844358057597,02-2684-1453
대신의원,"서울특별시 강서구 양천로 461, 3층 (가양동)",37.5630457825024,126.852223862157,02-3663-7504
제민정형외과의원,"서울특별시 광진구 광나루로 355, 지하1.4층 (군자동)",37.5483783057086,127.069340761342,02-466-0346
드림성모안과의원,서울특별시 은평구 은평로 136 (응암동),37.6002632124439,126.923039015434,02-383-8066
민현조내과의원,"서울특별시 노원구 동일로 1101, 5층 (공릉동, 하니빌딩)",37.6282542576144,127.071009933961,02-948-3456
강서성모내과의원,"서울특별시 강서구 양천로 658, 302호 (염창동, 양화진빌딩)",37.5523079799238,126.86991587864,02-3662-7585
진산부인과의원,"서울특별시 강동구 천호대로 1006, 101동 604,605호 (성내동, 브라운스톤)",37.5380513979559,127.123788971242,02-484-4488
라일락산부인과의원,"서울특별시 광진구 아차산로 375, 2층 214호 (구의동, 크레신타워)",37.5370799042659,127.084368022992,02-446-7557
박상내과의원,"서울특별시 광진구 뚝섬로 587, 2층 (자양동)",37.533480702088,127.075408022106,02-458-2727
양의원,"서울특별시 송파구 올림픽로4길 40, 3층 33호 (잠실동, 우성아파트비상가)",37.5071938064643,127.074204083657,02-413-0019
빛샘가정의학과의원,"서울특별시 송파구 중대로 80 (문정동, LG문정프라자 3층)",37.4917620371568,127.117842816756,02-430-7530
고정인정신건강의학과의원,"서울특별시 강남구 테헤란로 313, 211~212호 (역삼동, 성아하이츠 1차)",37.5038016513092,127.045261212369,02-569-8005
연세인의원,"서울특별시 강남구 강남대로122길 50, 2층(논현동)",37.5089118642243,127.027074158958,02-543-8177
티엘안과의원,"서울특별시 송파구 마천로5길 4 (오금동, 삼대양빌딩 5층 가호)",37.5087196639741,127.126738418257,02-404-5111
한피부과의원,"서울특별시 중구 명동길 26, 유네스코회관 3층 (명동2가)",37.5634574532023,126.983764788709,02-776-3518
태능제일의원,서울특별시 중랑구 동일로 770 (중화동),37.599229301939005,127.08024352869398,02-433-5432
카이로스의원,"서울특별시 강남구 테헤란로88길 10, 신안메트로칸 205호, 지하1층 110호 (대치동)",37.5068438170208,127.059463197882,02-552-1611
삼성이비인후과의원,"서울 서초구 강남대로 375 , 서초현대타워아파트 4층  (서초동, 서초현대타워아파트)",37.4963476993282,127.027852956171,02-582-1936
연세로뎀정신건강의학과의원,"서울 마포구 서강로 142 , 서일빌딩 3층  (노고산동)",37.5543861268863,126.936358546507,02-707-0891
강남연세신통의원,"서울특별시 강남구 선릉로 328, 2층 2호,3호 (대치동)",37.4990331412977,127.051899209649,02-567-8275
제일정형외과의원,"서울특별시 중구 다산로 172, 제일정형외과 1~3, 5,6층 (신당동)",37.5587482269835,127.013238811251,02-2234-1911
관악오라클피부과의원,"서울특별시 관악구 관악로 217, 5층 (봉천동, 동진빌딩)",37.4843787109112,126.954677353454,02-871-8301
서울가정의학과의원,"서울 서대문구 세검정로1길 95   (홍은동, 홍은벽산아파트)",37.5959199688468,126.94569176914,02-395-6323
손홍주내과의원,"서울특별시 관악구 난곡로 295, 2~3층 (신림동)",37.4803620423,126.9145221116,02-867-0426
신창최정형외과의원,서울특별시 도봉구 덕릉로 258 (창동),37.640299618227,127.039988789748,02-902-0128
조이비인후과의원,"서울특별시 구로구 구로동로 135, 남부빌딩 3층 (구로동)",37.4906411011165,126.88370977403,02-855-7767
봉봉성형외과의원,"서울특별시 강남구 논현로 657, 1~4층 (논현동, 그린빌딩)",37.5125537247845,127.031096936027,02-542-3100
박앤김내과의원,"서울특별시 성북구 장위로 127-1, 한양빌딩 5층 (장위동)",37.6136719083634,127.050861791245,02-911-2019
이내과의원,서울특별시 양천구 월정로 57,37.52472333143247,126.84143477284175,02-2608-9488
우리봄소아청소년과의원,"서울특별시 성북구 월계로40길 7, 2층 208호 (장위동, 센트럴타운)",37.6229473543321,127.048397229405,02-943-1255
고운숨결내과의원,"서울특별시 성북구 고려대로13길 8, 3,4층 (안암동2가)",37.5869966613958,127.023677137625,02-925-9696
최강식내과의원,"서울특별시 성북구 동소문로 92, 5,6층 (동소문동5가)",37.5921675534937,127.01549221016,02-926-6111
요셉이비인후과의원,서울특별시 광진구 아차산로 220,37.5406341134418,127.067657144585,02-462-8822
김종서성형외과의원,"서울특별시 강남구 논현로 842, 압구정빌딩, 2층일부 (신사동)",37.5240379714226,127.028730922791,02-3416-0070
아델산부인과의원,서울특별시 강남구 논현로 64,37.4758989780329,127.046877547541,02-578-4412
서울탑정신건강의학과의원,"서울특별시 관악구 관악로 168 (봉천동, 대우슈페리움2단지)",37.4802159296703,126.952984762396,02-883-2082
송신경정신과의원,"서울특별시 종로구 인사동5길 25, 하나로빌딩 401호 (인사동)",37.572096723033496,126.98539321087273,02-734-5648
종로세브란스의원,"서울특별시 종로구 종로41길 4, 2층 (종로6가)",37.5714985855189,127.006875511622,02-747-5076
산소의원,"서울특별시 종로구 수표로 105, 3층 (종로2가, 육의전빌딩)",37.5705989139519,126.989152966372,02-733-7343
박우형안과의원,"서울특별시 서초구 사임당로 151, 3층 311,312호 (서초동, 대한무지개종합상가)",37.4920676848724,127.025692827371,02-3472-4044
대방연세재활의학과의원,"서울특별시 동작구 여의대방로 250, 4-9호 (대방동, 대림아파트(상가동))",37.5087434455459,126.924517791265,02-825-6675
김문성이비인후과의원,"서울특별시 서대문구 증가로 122, 202호 (남가좌동)",37.5773686267038,126.924277064509,02-305-4749
이용진창문외과의원,서울특별시 서대문구 통일로 451 (홍제동),37.5886701766902,126.943849906806,02-3216-7020
유의원,"서울특별시 서초구 서초대로78길 26, 3층 (서초동)",37.4953622078841,127.027726616132,02-522-0116
한솔정형외과의원,"서울특별시 구로구 개봉로 13, 1-2층 (개봉동)",37.4867890597467,126.856086277292,02-2613-1937
최석용정형외과의원,"서울특별시 구로구 경인로59길 8, 301,302,318호 (신도림동)",37.5063918465946,126.883427027522,02-2068-4633
닥터맘소아청소년과의원,서울특별시 강북구 삼양로27길 35-21 (미아동),37.6179766319717,127.018934343303,02-982-8678
아비쥬의원,"서울특별시 노원구 동일로 1417, 삼양빌딩 2(201호), 5층 (상계동)",37.6550688080345,127.059980216361,0215440377
서울정가정의학과의원,"서울특별시 노원구 덕릉로73길 18, 4층 (중계동)",37.6521796648241,127.072435497752,02-937-4215
안용태내과의원,"서울 구로구 경인로59길 8 , 태영프라자 307호  (신도림동)",37.5063918465946,126.883427027522,02-2636-1492
서피부과의원,서울특별시 마포구 양화로 128 (서교동),37.5543499095967,126.920999483231,02-334-2898
남산의원,"서울특별시 마포구 대흥로 169-0, 201호 (대흥동, 베스텔)",37.5540914740486,126.945685016981,02-715-6951
다사랑산부인과의원,서울특별시 강동구 천호대로 1124 (성내동),37.5343360769717,127.136192062668,02-484-0868
힐링산부인과의원,"서울특별시 노원구 노해로 485, 7층 (상계동, 금정빌딩)",37.6548752644222,127.06192277535,02-952-9100
이강보산부인과,서울특별시 도봉구 도봉로 465 (쌍문동),37.64746602957419,127.0335324047501,02-904-3377
다사랑신경외과의원,"서울특별시 도봉구 도봉로 677, 우리들메디빌딩 2층 203호 (방학동)",37.6649297808959,127.042318316334,02-930-1961
가족건강의원,서울특별시 도봉구 해등로 218 (쌍문동),37.6581564278861,127.032521026155,02-903-1556
김안과의원,"서울특별시 금천구 시흥대로 224, 금천리메인시티 503,504,505,508호 (시흥동)",37.4539384154465,126.901396188424,02-893-4796
미래비뇨기과의원,"서울특별시 노원구 동일로203가길 29, 296-297호(중계동,브라운스톤)",37.6398759609875,127.06428375943,02-948-6090
상계성모정형외과의원,"서울특별시 노원구 동일로 1643 (상계동, 상계성모정형외과의원)",37.6751950180364,127.054962545973,02-939-6633
더멘토성형외과의원,"서울특별시 강남구 학동로 337, H타워 2,3층 (논현동)",37.5170718563031,127.039928031242,0507-1311-7876
위드소아청소년과의원,"서울특별시 강동구 올림픽로 783, 2층 (암사동)",37.5511436157073,127.127611666932,02-473-0075
오세기산부인과내과의원,"서울특별시 송파구 오금로 111, 705호 (방이동, 세기빌딩)",37.512600208515,127.108249353562,02-485-5511
나도균한의원,"서울특별시 강남구 학동로 338  (논현동, 강남파라곤)",37.5165402749359,127.04016223452,02-3446-7510
서울산부인과의원,서울특별시 강서구 금낭화로 91-2 (방화동),37.57370722738506,126.8110767201639,02-2665-6782
신안과의원,서울특별시 강서구 가로공원로76길 91 (화곡동),37.5332263428651,126.838983943062,02-2604-2548
구로의원,서울특별시 구로구 구로동로 128 (구로동),37.49008519449278,126.88428281385201,02-865-0664
본베스트정형외과의원,"서울특별시 강서구 공항대로 627, 대신빌딩 3층 (염창동)",37.5472872158845,126.874538741651,02-2668-0200
최이비인후과의원,"서울특별시 도봉구 도봉로 575, 308호 (쌍문동, 삼환프라자)",37.6564054566286,127.038790046328,02-904-4507
다나이비인후과의원,"서울특별시 마포구 큰우물로 53, 302호 (염리동)",37.5422914154608,126.94462959649,02-702-5075
푸른이비인후과의원,"서울특별시 마포구 독막로 2, 2층 (합정동)",37.5484943057246,126.913639782796,02-322-7757
채움마취통증의학과의원,"서울특별시 강동구 천호대로 1116, 3층 (성내동)",37.5346033324204,127.135156170058,02-473-4393
천호에스정형외과의원,"서울특별시 강동구 천호대로 1015, 6층 (천호동, 성보빌딩)",37.5385041121306,127.125107663778,02-472-8882
시원한이비인후과의원,"서울특별시 노원구 동일로204가길 34, 305호 (중계동, 씨앤미빌딩)",37.6407495352012,127.068172151465,02-971-3631
장대국내과의원,"서울특별시 노원구 노해로 452, 노빌리안골드 (상계동)",37.6535043114989,127.058425653348,02-934-9454
조은내과의원,"서울특별시 강남구 개포로 504, 메트하임 401,402,501호 (개포동)",37.4890546234463,127.067186912363,02-3414-0173
고우석제이엠오피부과의원,"서울특별시 강남구 도산대로 104, 1st Avenue 지하1층 (논현동)",37.5160774603566,127.020341155484,02-3445-3456
시너지성형외과의원,"서울 강남구 도산대로 157 , 신웅타워2 6~7층  (신사동)",37.5190318997662,127.025642795762,1577-3153
닥터티제이의원,"서울특별시 강남구 삼성로 212- , 2층 (대치동, 은마아파트)",37.49527722342668,127.06356721063614,02-501-0911
닥터웰니스의원,"서울특별시 강남구 선릉로 660, 208호 (삼성동,브라운스톤레전드)",37.5155511161052,127.042332457469,02-3447-3101
리붐내과의원,"서울특별시 강남구 압구정로 130, 2층 (신사동)",37.5241470917534,127.022921489083,025126630
선정형외과의원,"서울특별시 동대문구 고산자로 410, 2,3층 (용두동)",37.5762685931865,127.038769042278,02-964-5782
메디서울이비인후과의원,"서울특별시 구로구 고척로 123-1, 2,3층 (개봉동)",37.5022321898051,126.84779803328,02-2619-3119
삼성정형외과의원,"서울특별시 구로구 개봉로 66, 지하1층,1~2층일부 (개봉동)",37.4915525068167,126.856236802961,02-2618-6611
수유정형외과의원,"서울특별시 강북구 덕릉로 75, 3층 (수유동, 석우빌딩)",37.63482544338642,127.02205600542976,02-986-8385
한양재활의학과의원,서울특별시 강동구 양재대로 1365 (성내동),37.5280657478158,127.135874866354,02-474-5300
세인트비뇨기과의원,"서울특별시 강남구 도산대로 110, 405호 (논현동, 케이비엘 센터)",37.5162788961317,127.021019329669,02-555-7536
하나정신과의원,"서울특별시 강남구 남부순환로 2941, 4층 (대치동)",37.4942633335042,127.061934331534,02-555-6018
가람내과의원,"서울특별시 강동구 아리수로50길 50, 4층 11호 (고덕동, 래미안힐스테이트고덕)",37.5576891371776,127.148600236458,02-427-7575
라인업의원,"서울특별시 구로구 새말로 97, 신도림테크노마트 B1층 (구로동)",37.5070438414784,126.890227293528,02-858-5482
정훈비뇨기과의원,서울특별시 강서구 공항대로41길 75 (등촌동),37.5611486390411,126.846360147398,02-3661-2154
동서가정의학과의원,"서울특별시 강서구 양천로57길 9-7, 6층 (가양동)",37.5634032951544,126.851432217142,02-2659-5183
연세진내과의원,서울특별시 강서구 양천로 606 (등촌동),37.555193002514,126.865202758265,02-2063-7575
이미지업성형외과의원,"서울특별시 서초구 나루터로 76, 이미지업빌딩 1,2층 (잠원동)",37.51545514239026,127.01809354562482,02-555-1550
강남코모키이비인후과의원,서울특별시 강남구 강남대로 378 준빌딩 4층 (역삼동),37.4966553866955,127.02863346709,02-508-0075
정내과의원,서울특별시 마포구 망원로 82  (망원동),37.5574054760448,126.905900464832,02-336-7570
한현언성형외과의원,서울특별시 동작구 시흥대로 676 (신대방동),37.491701099129,126.909157592901,02-841-6046
문가정의학과의원,"서울특별시 노원구 한글비석로48길 6, 205호 (상계동, 한신2차상가)",37.665212193322,127.067719058088,02-951-3553
행복한피부과의원,"서울특별시 노원구 노해로 485, 5층 (상계동, 금정빌딩)",37.6548752644222,127.06192277535,02-932-2255
보스안과의원,"서울특별시 노원구 한글비석로 264, 302호, 303호(중계동)",37.6511587125973,127.077337907538,02-933-0019
예랑마취통증의학과의원,"서울특별시 노원구 한글비석로 264, 307호 (중계동,그랜드프라자)",37.65094664937018,127.07701949040415,02-939-0369
강미자산부인과의원,"서울특별시 동작구 상도로 81, 대방동크리닉센타 6층 (대방동)",37.4999513063416,126.929559239366,02-817-7002
제이미즈산부인과의원,"서울특별시 금천구 시흥대로 399, 시티렉스 408호 (독산동)",37.4693591753013,126.897001948519,02-803-2603
현대재활의학과의원,서울특별시 금천구 금하로 720 (시흥동),37.4504425566682,126.909481684032,028927004
루쎄여성의원,"서울 강남구 강남대로 432 , 점프밀라노 7층  (역삼동)",37.5012350392984,127.026630556235,02-1833-8680
쿠키성형외과의원,"서울특별시 강남구 테헤란로 105, 9층 (역삼동)",37.4986369952659,127.028529843894,02-562-8500
노블앤코의원,"서울특별시 강남구 강남대로 422, 10층(역삼동, 롯데시네마시티점)",37.5003941401087,127.026984908497,02-6247-3100
김주영이비인후과의원,서울특별시 강북구 도봉로 353-1 (수유동),37.6392225903467,127.026533120813,02-903-0535
닥터포유의원,"서울특별시 강북구 도봉로 191 (미아동, 상아빌딩)",37.6257694478007,127.026050410216,02-983-1400
연세필의원,서울특별시 구로구 경인로 31-28 (온수동),37.4914302668122,126.825000082983,02-2619-3130
연세필정신과의원,"서울특별시 관악구 남부순환로 2056, 2층 (남현동, 태림빌딩)",37.476303776864185,126.9772083533432,02-585-9110
열린이비인후과의원,"서울특별시 구로구 남부순환로97길 3, KS프리미어빌딩 402호 (개봉동)",37.49393075625778,126.85818199514291,02-2689-5075
어반힐의원,"서울특별시 강남구 도산대로67길 7, 파크빌딩 2층 (청담동)",37.5244894827177,127.044387474036,02-6289-1550
온트재활의학과의원,"서울특별시 서초구 강남대로53길 12, 솔라티움시티 강남 302~305,309호 (서초동)",37.4943931800281,127.027705111719,02-545-0845
열린산부인과의원,"서울특별시 성북구 정릉로36길 28-5, 열린산부인과 (정릉동)",37.6024830784581,127.016905036678,02-919-1446
해피아이리스의원,"서울특별시 송파구 오금로 543, 6층 (거여동)",37.4930260696894,127.149025326101,02-448-4892
유앤피부과의원,"서울특별시 송파구 백제고분로 276 (석촌동, 공익빌딩 2층 201-1호)",37.50209150182258,127.09726064664673,070-4416-5458
연세힐의원,서울특별시 송파구 마천로 68 (오금동),37.507674704,127.127885759,02-402-6438
연세원의원,"서울특별시 송파구 백제고분로 512, 로가디스빌딩 3층 (방이동)",37.5156182854549,127.115862606696,02-419-7702
삼성키즈소아청소년과의원,서울 성동구 독서당로 223   (옥수동),37.5442707521164,127.015191933825,02-2296-8275
연세더블유산부인과의원,"서울특별시 성동구 왕십리로 327, 4층 (하왕십리동)",37.5623942326737,127.033224444422,02-2281-0045
이브성형외과의원,"서울특별시 강남구 봉은사로5길 4, 2,3,4층 (논현동)",37.5054724307876,127.02639749634,02-515-4601
연세와이비의원,"서울특별시 강남구 도산대로49길 17, 산딸기빌딩 2층 (신사동)",37.524062693803,127.037021252789,02-6207-0078
센터맨남성의원,"서울특별시 성동구 고산자로 255, 8층 (도선동, 케이 타워)",37.5625820889316,127.035699072815,02-962-0725
노태영내과의원,서울특별시 광진구 긴고랑로 115 (중곡동),37.5593024137751,127.087932298738,02-454-0849
백기훈신경과의원,서울특별시 양천구 오목로 232,37.5257642505039,126.863206293208,02-2690-2075
수이비인후과의원,"서울특별시 강남구 테헤란로 328, 동우빌딩 401,402호 (역삼동)",37.50371784794226,127.04768218276682,02-508-4823
담소유병원,"서울특별시 강남구 학동로 234, 담소유빌딩 (논현동)",37.5148604879121,127.03461432013,02-542-2222
대치오라클피부과의원,"서울특별시 강남구 선릉로 319, 2층 (역삼동)",37.4980396626336,127.051760330195,02-501-4818
센텀메디의원,"서울특별시 강남구 선릉로63길 9, 백림빌딩 2층 (역삼동)",37.4971636638659,127.05144014643,02-552-0700
세진피부과의원,"서울특별시 강남구 언주로172길 30, 3,4 층 (신사동)",37.5272539303485,127.03622367424,02-515-2741
세진성형외과의원,"서울특별시 강남구 언주로172길 30, 5층 (신사동)",37.5272539303485,127.03622367424,02-514-2741
